FNAME,MJD,DATE,s1,merr1,s2,merr2,s3,merr3,s4,merr4,s5,merr5,s6,merr6,s7,merr7,s8,merr8,s9,merr9,s10,merr10,s11,merr11,s12,merr12,s13,merr13,s14,merr14,s15,merr15,s16,merr16,s17,merr17,s18,merr18,s19,merr19,s20,merr20,s21,merr21,s22,merr22,s23,merr23,s24,merr24,s25,merr25,s26,merr26,s27,merr27,s28,merr28,s29,merr29,s30,merr30,s31,merr31,s32,merr32,s33,merr33,s34,merr34,s35,merr35,s36,merr36,s37,merr37,s38,merr38,s39,merr39
Vv0025w.fits,58756.060984,2019-09-30T01:27:49.018,15.667765,0.0033206085,17.170672,0.0033972976,14.460627,0.0031642047,15.777757,0.0034740165,11.609143,0.0014527876,17.204703,0.0034633245,17.186613,0.0033977171,12.94191,0.00228623,16.924505,0.0034648419,16.55288,0.0034435327,14.506795,0.0030905908,16.962949,0.0035170014,14.508263,0.0030749008,16.510602,0.0033840056,17.027098,0.0035393691,14.122503,0.002906651,15.795912,0.003388801,16.554898,0.003395218,13.720783,0.0027395519,14.569484,0.0030845591,11.741479,0.0015412197,16.089374,0.0033744431,16.407028,0.0034008519,15.876236,0.0034188821,15.110662,0.0033066035,14.662055,0.0031726956,16.353674,0.0034987405,16.042133,0.0034570896,16.663093,0.0035147945,16.268803,0.0034466253,16.327137,0.0033793577,16.134905,0.0034801275,16.389979,0.0034972666,15.962313,0.0034539487,15.862007,0.0034276328,16.955411,0.0033718219,16.07131,0.0033789554,16.489783,0.0035234156,13.699661,0.02397155
Vv0026w.fits,58756.062106,2019-09-30T01:29:25.958,15.706162,0.0033432737,17.33347,0.00339923,14.432722,0.0031563693,15.763572,0.0034768105,11.603708,0.0014641624,17.152296,0.0034629016,17.059828,0.0033914802,12.944486,0.0022953982,16.930689,0.0034554666,16.295226,0.0034985744,14.562396,0.0031158805,17.136957,0.0035181512,14.508729,0.0031473585,16.517389,0.0034758972,17.084863,0.0036364275,14.121677,0.0029054878,15.890103,0.003423099,16.698953,0.0034812137,13.728307,0.0027308843,14.55625,0.0031535004,11.732252,0.0015394326,16.021908,0.003357812,16.587766,0.0034902358,15.880101,0.0034252962,15.109942,0.003214847,14.664261,0.0030997183,nan,0.0034975236,15.945434,0.0034489382,16.729615,0.0035026004,16.313559,0.0033585899,16.408231,0.0033843791,nan,0.0036095569,16.330423,0.0034759868,15.606946,0.0033144295,16.201786,0.0033867524,16.792635,0.0034774607,15.836324,0.0033773435,16.306392,0.0034773631,15.836347,0.0034124944
Vv0027w.fits,58756.063229,2019-09-30T01:31:02.986,15.616117,0.0034004924,17.238221,0.0034710545,14.410512,0.0031036517,15.729011,0.0034844176,11.603035,0.0014455782,17.09881,0.0034471517,16.767471,0.0034611867,12.935671,0.0023267273,16.712586,0.0034312558,16.713839,0.0034289697,14.524702,0.0031742527,17.226448,0.0034117107,14.487396,0.0031268576,16.81608,0.0033989235,16.815654,0.0035049384,14.119152,0.0028959906,15.815263,0.0033832332,16.640075,0.0033912486,13.713919,0.002798623,14.517514,0.0031285932,11.724873,0.0015195579,16.130697,0.003337345,16.628927,0.0034623515,15.8353,0.0034372634,15.214936,0.0033040152,14.660391,0.0030934888,16.381723,0.003492453,16.123394,0.0033642558,16.946644,0.003515546,16.244069,0.0034284024,16.229215,0.0033535421,16.04058,0.0034686974,16.304155,0.0034758987,16.470628,0.0034820757,16.386811,0.0034737804,16.90722,0.0033709025,15.891185,0.0033657026,16.414144,0.0034926023,13.695299,0.023765755
Vv0028w.fits,58756.064352,2019-09-30T01:32:40.013,15.694609,0.0033584887,17.568611,0.0034195102,14.4471,0.0031085592,15.780249,0.0035047792,11.606512,0.001454234,17.167895,0.003490535,16.608739,0.0034038661,12.928623,0.0023383656,16.675606,0.0034801425,16.50896,0.0034514405,14.527371,0.003193383,17.25344,0.0034650836,14.455108,0.0030778204,16.504884,0.0034261816,17.250819,0.0035778997,14.124447,0.0029896146,15.845857,0.0034084314,16.654125,0.0034082035,13.724339,0.0027543631,14.531012,0.0031840025,11.726907,0.001524534,16.221058,0.0033999621,16.693168,0.0035249886,15.907735,0.003467328,15.156481,0.0033138492,14.697872,0.0031424972,16.19858,0.0035089887,16.109052,0.0034192802,16.800843,0.0035317238,16.338547,0.0034589657,16.27759,0.0034860987,16.097404,0.0035147987,16.285967,0.0035217921,15.921524,0.0035066631,16.501211,0.0035212602,16.965943,0.0034131214,16.00894,0.0033041264,16.426627,0.0034360365,15.759967,0.0033763449
Vv0029w.fits,58756.065463,2019-09-30T01:34:16.003,15.67486,0.0033249357,17.723054,0.0034143324,14.44381,0.0031567947,15.866599,0.0034748065,11.606056,0.0014509495,17.376742,0.0034690671,17.109158,0.0033971386,12.925782,0.0022848584,16.727633,0.003447313,16.624779,0.0035307281,14.578589,0.0031848091,16.815752,0.0034964408,14.527931,0.0030663712,16.607223,0.003402835,17.299859,0.0035686677,14.126593,0.0029139228,15.90765,0.0033705683,16.74577,0.0034841218,13.731771,0.0027372537,14.565398,0.0030761836,11.695859,0.0015182522,16.126419,0.0033563557,16.439694,0.0034665463,15.810506,0.0034159891,15.208738,0.0032431304,14.70162,0.0031973689,16.342912,0.0034884379,16.086492,0.0034717331,16.800478,0.003528317,16.266146,0.0033491398,16.251431,0.0034504417,16.072335,0.003492866,16.375572,0.0034819651,16.405873,0.0034030564,16.412654,0.0034763922,16.792579,0.0034617146,15.891532,0.0032741624,16.59507,0.0034236782,13.649975,0.024098593
Vv0030w.fits,58756.066586,2019-09-30T01:35:53.030,15.801376,0.0033451896,18.193112,0.0034164226,14.549994,0.0031826226,15.918457,0.0034908624,11.625895,0.0014606004,17.16419,0.0035398101,17.00474,0.0033854776,12.945399,0.0022933977,16.544635,0.0034356037,16.473405,0.0034142843,14.541546,0.0031548483,16.932498,0.0034093709,14.543949,0.0030515634,16.887951,0.0034934565,17.153988,0.0035436477,14.124821,0.0029574024,15.879013,0.00346688,16.698442,0.0034648235,13.703928,0.0027796149,14.566173,0.0030756053,11.697006,0.0015179535,16.256885,0.0033726765,16.500438,0.0033897902,nan,0.0035580856,16.375976,0.0034774111,14.725435,0.0031844373,16.355169,0.0035136049,17.368669,0.0035533297,18.140318,0.0035462754,16.478412,0.0034295038,16.24645,0.0033572639,19.263116,0.0035663496,16.222451,0.0034821206,16.415698,0.0034832787,19.269512,0.0035682055,17.169719,0.0033777274,15.949396,0.0033001901,19.141531,0.0035634055,13.533538,0.025125879
Vv0031w.fits,58756.067708,2019-09-30T01:37:29.971,15.635796,0.0034319658,17.423232,0.0034242941,14.560042,0.003216349,15.959623,0.0035074021,11.602433,0.0014649854,17.020534,0.0034850231,16.885548,0.0035114791,12.932207,0.0022966126,16.85351,0.0034605773,16.424504,0.0035213694,14.487545,0.0031777454,17.172126,0.0035159843,14.509267,0.0030687752,16.890723,0.00353465,17.325653,0.003535259,14.124935,0.0029816477,15.43264,0.003371164,16.627282,0.0034148757,13.735949,0.0028141533,14.585583,0.0031699816,11.662916,0.0014846302,16.141205,0.0033837623,16.519781,0.0034014584,15.780303,0.0033569365,15.172752,0.0033240314,14.662411,0.0031190185,16.394106,0.0034368388,16.06658,0.0034842142,16.721289,0.0034213655,16.419721,0.0033636315,16.400069,0.0034758517,18.167208,0.0035771932,16.378457,0.0035248418,16.363619,0.0035222233,16.421867,0.003527303,16.848464,0.0032997655,16.078829,0.0033949812,16.252953,0.0034147915,13.709445,0.024372796
Vv0032w.fits,58756.068831,2019-09-30T01:39:06.998,15.673687,0.0033330828,17.923504,0.0034977287,14.501402,0.0031102005,15.930818,0.0034895519,11.598607,0.0014471705,17.297967,0.0035563466,17.123675,0.0034755603,12.916176,0.0022715521,16.65709,0.0034349225,16.447279,0.0035241222,14.527441,0.0031700116,17.099127,0.0034319203,14.515045,0.0030593582,16.640564,0.0034037643,17.392999,0.0035454434,14.132027,0.0028945378,15.824943,0.003393517,16.631941,0.0033888164,13.741147,0.0027395898,14.56471,0.0031710382,11.636003,0.0014665856,16.199094,0.0034606074,16.695096,0.0033850069,15.836277,0.0034298634,15.061921,0.0033015241,14.662848,0.0030985561,16.441911,0.0034130783,16.165367,0.0034796557,16.917235,0.003514267,16.605278,0.0033693185,16.495016,0.0034552084,nan,0.003602626,16.460037,0.0035062127,16.122523,0.0034828101,16.091994,0.0034845448,16.778331,0.0033683304,15.970181,0.0033744045,16.525804,0.0034181818,13.60706,0.024558293
Vv0033w.fits,58756.069954,2019-09-30T01:40:44.026,15.608828,0.0033072856,17.549386,0.0033779741,14.504366,0.0031595285,15.943921,0.0034527698,11.59418,0.0014573137,17.270066,0.003445338,16.971793,0.0032811584,12.904333,0.0022745518,16.659011,0.0035120581,16.199901,0.0034953785,14.501341,0.0032358013,17.148888,0.0033977471,14.517507,0.0030457471,16.885309,0.0033943213,17.416881,0.0035141995,14.099451,0.0028920799,15.875154,0.0033888881,16.638723,0.0034651194,13.737318,0.0027417777,14.574832,0.0031431656,11.621329,0.0014711251,16.122673,0.0033333905,16.770714,0.0034854884,15.856017,0.0034262174,15.146882,0.003286353,14.649111,0.0031673289,16.246378,0.0034728302,16.19583,0.0034597136,16.680496,0.003495459,16.272944,0.0033443097,16.400331,0.0033721623,18.543154,0.0035611168,16.205581,0.0033686363,16.329329,0.0034636592,16.553136,0.0034820855,17.224735,0.0033516956,16.048075,0.0032867057,16.316297,0.0033802495,13.65174,0.024138557
Vv0034w.fits,58756.071076,2019-09-30T01:42:20.966,15.602188,0.0033020889,17.269447,0.0034634321,14.524846,0.0031052768,15.82628,0.0033672292,11.594239,0.0014609894,17.287285,0.0034527609,17.014013,0.0034698437,12.908808,0.00226746,16.804176,0.0034360286,16.289889,0.003390485,14.504825,0.0031609363,17.179149,0.0033901609,14.499997,0.0030585256,16.923208,0.0034630496,17.242681,0.0035150557,14.107731,0.0028861975,15.895854,0.0033935523,16.603185,0.0034424126,13.731234,0.0027350142,14.583295,0.0030625465,11.593944,0.0014358072,16.056771,0.0034289657,16.571703,0.0034602648,15.889534,0.0034144489,15.140536,0.0032911607,14.660183,0.0031641187,16.389845,0.0034835097,16.005329,0.0034403939,16.818255,0.0035049328,15.397937,0.0033305822,16.410409,0.0033669286,21.271053,0.0035891064,16.413279,0.0033971555,16.247255,0.0034543635,16.264199,0.0034496245,16.762341,0.0033501044,16.068229,0.0033565086,16.205635,0.0034724371,13.73516,0.023972899
Vv0035w.fits,58756.072188,2019-09-30T01:43:57.043,15.753397,0.003444812,17.411837,0.0034131384,14.468792,0.0031010459,15.776206,0.0034602262,11.612279,0.0014692824,17.395536,0.0035595938,16.921795,0.0034945143,12.918871,0.0022722145,16.581164,0.0035341122,16.713009,0.0034598363,14.814074,0.0032715057,17.06917,0.0033990199,14.510669,0.0030784039,16.622911,0.0033921886,17.263774,0.0035296454,14.107657,0.0028948038,15.966964,0.0034012879,16.642385,0.0033892195,13.734935,0.0027514102,14.572285,0.0030801249,11.596956,0.0014602685,16.147816,0.0034621086,16.486231,0.0033950421,15.935614,0.0034495144,15.153046,0.0033191222,14.684871,0.0031104195,16.192327,0.0034785398,16.262685,0.0034654821,16.858417,0.0035547357,16.375813,0.0034378539,16.266249,0.0033698105,16.134142,0.0034978815,16.325565,0.0034836498,16.29905,0.00341699,16.238167,0.003408566,16.754531,0.0034006889,16.123502,0.00331937,16.511498,0.003516404,13.642566,0.024427654
Vv0036w.fits,58756.07331,2019-09-30T01:45:33.984,15.50532,0.0033118582,18.243265,0.0034935431,14.507567,0.003113853,15.833489,0.0034869925,11.598163,0.0014467329,17.290188,0.0034560806,16.817749,0.0033843145,12.919397,0.0022736136,16.659142,0.0034530981,16.432187,0.0035197284,14.497241,0.0031548835,17.143035,0.0034158371,14.485372,0.003053249,16.621491,0.003395392,17.578542,0.0035290883,14.061242,0.0028841125,15.87788,0.0033772561,16.568903,0.0033718986,13.740322,0.0028086186,14.569973,0.0031608511,11.554118,0.0014290208,16.184179,0.0033623309,16.49968,0.0034916374,14.911342,0.0031790493,15.216162,0.0032400441,14.657865,0.0031701326,16.203758,0.003402885,16.191863,0.0034832878,16.763698,0.0034275358,16.224802,0.0033481947,16.263476,0.003354488,18.088099,0.0034805655,16.366673,0.0034113249,16.436237,0.0034107338,16.146993,0.0033952892,17.077709,0.0034645189,15.97988,0.0033623476,16.240023,0.0033828866,13.601005,0.024694664
Vv0037w.fits,58756.074433,2019-09-30T01:47:11.011,15.642145,0.0033507641,17.812793,0.0033957867,14.421714,0.0031865696,15.774762,0.0034898681,11.597738,0.0014453592,17.427641,0.0034932825,17.339784,0.0034160476,12.925983,0.0022799041,16.599102,0.0034502163,16.42639,0.0034417766,14.542516,0.0031868832,17.248914,0.0034245646,14.516316,0.0030942045,16.709319,0.00341278,17.17391,0.0035508509,14.037727,0.0029439974,15.807596,0.0033976174,16.803977,0.0033995775,13.743423,0.002821657,14.593865,0.003178175,11.537979,0.0014254899,16.034491,0.0033757937,16.430016,0.0034682005,15.905617,0.0034420697,15.198739,0.0033229517,14.706678,0.0032202899,16.25882,0.0035323144,16.143708,0.0033930629,16.766746,0.0034480822,16.243965,0.003362352,16.353592,0.0033858361,16.078711,0.0034781342,16.217818,0.0034111116,16.283696,0.0034166953,16.414952,0.0035081365,16.799293,0.0033868105,15.999054,0.0033156837,16.475241,0.0034280836,13.610979,0.024430449
Vv0038w.fits,58756.075556,2019-09-30T01:48:48.038,15.709278,0.0034377936,17.613988,0.0034089987,14.446302,0.0030930765,15.76548,0.0034708437,11.59637,0.0014442136,17.384574,0.0034900979,17.074431,0.0034050708,12.919822,0.0023258867,16.760235,0.0034605394,16.450372,0.00344389,14.542947,0.0031944396,17.031539,0.0034201974,14.480898,0.0031497865,16.552059,0.003410228,17.363358,0.0035552445,14.117333,0.002982299,15.80209,0.0034109883,16.585338,0.0034080188,13.727722,0.0027486315,14.58324,0.0031803602,11.511436,0.0013962916,16.033878,0.0034643832,16.416995,0.0034827372,15.955672,0.0034641065,15.167487,0.0033200345,14.711061,0.0031193283,16.348578,0.0034888493,16.090716,0.003377763,16.871796,0.0035294975,16.36725,0.0033772155,16.335303,0.0033843479,16.119021,0.0035058655,16.361376,0.0034984096,16.352787,0.0034157136,16.39872,0.0034024145,16.925562,0.0033756053,16.037212,0.0034023727,16.478454,0.0035098401,13.631211,0.02414734
Vv0039w.fits,58756.076678,2019-09-30T01:50:24.979,15.70365,0.0033251545,18.42932,0.0033943718,14.450796,0.0031628,15.798358,0.0034725853,11.600485,0.0014646353,17.433598,0.0034703474,16.776228,0.0034650943,12.92738,0.0023250969,16.794673,0.003443196,16.419664,0.003321981,14.549953,0.0031746721,16.797087,0.0034995436,14.495878,0.0030560547,16.572468,0.0033928133,17.14783,0.0035262186,14.10845,0.0029017445,15.943476,0.0034043713,16.703486,0.0033870381,13.721261,0.0027961895,14.595694,0.0031614976,11.495448,0.001401801,16.087746,0.0033755292,16.430082,0.0035005278,15.958275,0.0034123455,15.163471,0.0033112683,14.697327,0.0032078929,19.152147,0.0035798913,16.120086,0.0033909116,16.897779,0.0035360847,16.389605,0.0034414651,16.258736,0.0033810234,15.900668,0.0034790827,16.303824,0.0034925407,16.030852,0.0034631868,16.345443,0.0034921922,16.906387,0.0034669238,16.128316,0.0033124842,16.426538,0.0034970818,13.596516,0.02433862
Vv0040w.fits,58756.077801,2019-09-30T01:52:02.006,15.602651,0.003403272,17.583921,0.0034780316,14.48525,0.0031519644,15.80522,0.0034850108,11.60205,0.0014648072,16.882279,0.0034302367,16.980935,0.0034707499,12.931715,0.0022819601,16.806605,0.0035290146,16.351894,0.003503298,14.538074,0.0031540456,16.936058,0.0034120748,14.509701,0.0030461056,16.483871,0.0033890409,17.136299,0.0035102369,14.137492,0.0029752977,15.889568,0.00341465,16.817338,0.0034991915,13.721212,0.0027277157,14.56538,0.0031529671,11.480037,0.001389242,16.328962,0.003441015,16.648918,0.003399324,15.182509,0.0034034973,15.214466,0.0033160778,14.71535,0.0031849504,16.229236,0.003451257,16.061496,0.0034598521,16.667949,0.0034797893,16.354826,0.0033483555,16.287135,0.00346941,16.244555,0.0034874425,16.41381,0.0034801737,16.233837,0.0034950547,16.486272,0.0035042204,16.869516,0.0033663747,16.006306,0.0032897703,16.48702,0.0034856505,15.816975,0.003338213
Vv0041w.fits,58756.078924,2019-09-30T01:53:39.034,15.642227,0.0033037026,17.719697,0.0033968595,14.508162,0.0031877408,15.781513,0.0034664467,11.597676,0.0014626513,17.122542,0.0034525008,17.143432,0.0033884857,12.927377,0.0023263287,16.588803,0.0035236567,16.357424,0.0035014848,14.507043,0.0031650333,17.397643,0.0034311847,14.507965,0.0031379758,16.710939,0.0034198793,17.374749,0.0035404285,14.113481,0.0028868911,15.885982,0.0033881917,16.568993,0.0033786951,13.726516,0.0027237661,14.59778,0.0030839834,11.447416,0.0013685575,14.898142,0.0031636925,16.656176,0.0034901001,15.77318,0.0033348895,15.157076,0.0033169526,14.670773,0.0031028607,16.325265,0.0035016537,16.102781,0.003389027,16.845846,0.0034257629,16.306804,0.0033570315,16.276874,0.003447641,16.196818,0.0034835116,16.397943,0.0034035697,16.433469,0.0034794239,16.456944,0.0034802017,16.883845,0.0033794083,15.916972,0.0033618012,16.235841,0.0034922242,15.865081,0.0033604379
Vv0042w.fits,58756.080035,2019-09-30T01:55:15.024,15.640042,0.0033247302,17.724942,0.003324677,14.457014,0.0031590585,15.896303,0.0034735953,11.597273,0.0014604005,17.236193,0.0035613764,17.124434,0.0033852338,12.920789,0.0023234041,16.749497,0.0034320637,16.419456,0.0034355608,14.497711,0.0031832154,17.37694,0.0034456962,14.485533,0.0030703681,16.735793,0.0034268547,16.946069,0.0035140232,14.128706,0.0029029442,15.86708,0.0034843109,16.482364,0.0033905509,13.736282,0.0028189862,14.580997,0.0030935978,11.42944,0.0013618531,16.277731,0.0033976671,16.601615,0.0035102471,15.946627,0.0034571346,15.15915,0.0033183066,14.709232,0.0031124276,16.455218,0.0034209943,16.075673,0.0033941264,17.012167,0.0034474485,16.472395,0.0034563678,16.189108,0.0033867314,15.991598,0.0034942687,16.311698,0.0034805911,16.334047,0.0034942303,16.289321,0.0034937148,17.103616,0.0034694699,15.942436,0.0033694053,16.404058,0.0034967865,15.870517,0.0033713251
Vv0043w.fits,58756.081157,2019-09-30T01:56:51.965,15.64571,0.0033021279,17.148484,0.0033650874,14.519905,0.00318188,15.809748,0.0034714565,11.600279,0.0014493038,17.37053,0.0034454335,17.403311,0.0034767578,12.926765,0.0023301642,16.60041,0.0035153099,16.438864,0.0035010695,14.543208,0.0030956297,17.109521,0.0034320007,14.512002,0.0030568963,16.533851,0.0034694612,17.512591,0.0035232489,14.115151,0.0029651042,15.852748,0.0033848571,17.001862,0.0033796389,13.73422,0.00272687,14.587051,0.0030693521,11.415304,0.0013518343,16.246012,0.0034477949,16.626702,0.0033929671,15.905261,0.0034400555,15.141188,0.0032104184,14.699871,0.0031748868,16.272772,0.0034805836,16.033096,0.0034437965,16.738814,0.0035091897,16.398039,0.0034301974,16.311599,0.0034503469,18.571886,0.0035661674,16.280888,0.0034102882,16.229599,0.003478532,16.271972,0.0034798637,16.580628,0.0033564139,15.991194,0.0032931661,16.519251,0.003489492,15.836418,0.0033197772
Vv0044w.fits,58756.08228,2019-09-30T01:58:28.992,15.648295,0.0033389807,17.273246,0.0033910486,14.469852,0.0031743234,15.773292,0.003585688,11.60169,0.0014507276,17.375694,0.0035683553,17.246295,0.0035000802,12.93656,0.0023326818,16.703527,0.0035458148,16.229554,0.0034247417,14.566606,0.0031085705,16.806743,0.0033101222,14.491749,0.0030545988,16.7301,0.0034135683,17.290256,0.0035519166,14.119242,0.0029082355,15.741286,0.0033927907,16.655006,0.0035089046,13.741218,0.0027389334,14.613769,0.0031692647,11.397185,0.0013461352,16.211906,0.00338138,16.572304,0.0034818711,16.014816,0.0034584976,15.169719,0.0033221822,14.682282,0.0031226321,16.432266,0.0035170574,15.882598,0.0034541956,16.761287,0.0034997183,16.375664,0.00336943,16.305016,0.0033860405,16.216728,0.0035050893,16.425033,0.0034984071,16.135856,0.0034808535,16.284689,0.0034867812,16.903021,0.0033890174,15.992455,0.0032917023,16.240913,0.0034103119,15.886643,0.003351955
Vv0045w.fits,58756.083403,2019-09-30T02:00:06.019,15.752728,0.003409339,17.174243,0.0033694907,14.42535,0.0031286534,15.798504,0.0034550332,11.595117,0.0014399067,17.120397,0.003533059,17.232891,0.0033821626,12.922754,0.0023155291,16.659775,0.0034162029,16.425445,0.0034937951,14.492261,0.0030710655,17.065336,0.00339693,14.501025,0.0030669827,16.73472,0.0033974034,17.502889,0.0035166681,14.093936,0.0029423246,15.934832,0.0034718642,16.675569,0.0034559157,13.745083,0.0027936627,14.610099,0.0030934736,11.373973,0.0013304323,16.175152,0.0033485794,16.468102,0.0033728401,15.971387,0.0034105395,15.19912,0.0032282594,14.725675,0.0031117388,16.342542,0.0034867465,16.117343,0.0033506448,17.025602,0.0034302361,16.217588,0.0033284898,16.300316,0.0033565318,15.962309,0.0034395355,16.088573,0.0033565101,16.318176,0.003451267,16.422724,0.003466549,17.041989,0.0034481506,15.997403,0.00336135,16.503493,0.0034997094,13.713573,0.023827471
Vv0046w.fits,58756.084525,2019-09-30T02:01:42.960,15.655667,0.0034181334,17.446956,0.0033949178,14.427518,0.0031369072,15.865702,0.003471634,11.588156,0.0014529731,17.754103,0.003550384,17.309728,0.0034726681,12.915185,0.0023181128,16.733099,0.0034462051,16.349214,0.0035010577,14.515763,0.0031609783,16.799065,0.0034018289,14.524815,0.0030711277,16.523691,0.0034699286,17.243166,0.003426689,14.111772,0.0029016659,15.772981,0.0033791471,16.796821,0.0033935088,13.749007,0.0028068819,14.616208,0.0030955999,11.353292,0.001316116,16.144834,0.0033677734,16.511692,0.0034528024,15.891451,0.0034496315,15.135563,0.0033009323,14.683182,0.0031819449,16.396042,0.003415216,16.180946,0.0033726817,16.856739,0.0035214176,16.325782,0.003322855,16.234915,0.0034469836,16.043959,0.0034756647,16.411995,0.0033999599,16.383712,0.0034110592,16.435477,0.0034143465,16.872115,0.0033871112,15.942416,0.0032921795,15.720456,0.0033479229,15.770555,0.0034123906
Vv0047w.fits,58756.085648,2019-09-30T02:03:19.987,15.65574,0.003412796,17.442538,0.0033938379,14.403071,0.0030813002,15.912161,0.0034762867,11.586386,0.0014379063,16.872428,0.0034322718,17.231283,0.0034837972,12.924272,0.0022846902,16.643705,0.0034308158,16.195848,0.0034065409,14.522216,0.0031695385,17.317442,0.0034093183,14.499205,0.0030728576,16.634555,0.0033910947,16.997744,0.0035239671,14.091269,0.0029579189,15.894488,0.0033800833,16.704762,0.003387371,13.738886,0.0028045083,14.655444,0.0031877225,11.33129,0.0013082003,16.200436,0.0033637613,16.463202,0.0034713478,16.013176,0.0034453803,15.181698,0.003286509,14.672467,0.0031042583,16.494534,0.0034944643,16.044346,0.0034448155,16.966248,0.0034281497,16.367179,0.0033432035,16.332531,0.0034396528,16.036442,0.0034632345,16.393507,0.0034144868,16.449264,0.0035034303,16.249486,0.0034893293,16.850179,0.0033548936,15.857584,0.0033651043,16.335609,0.0034865346,15.876532,0.0033906113
Vv0048w.fits,58756.086759,2019-09-30T02:04:55.978,15.639651,0.0033839897,18.536978,0.0033775863,14.461811,0.0030826532,15.812346,0.0034361576,11.587041,0.0014367135,17.692428,0.0034437246,17.141961,0.0033574119,12.919852,0.0023143806,16.702527,0.0034254724,16.276634,0.0034812463,14.508777,0.0031576038,17.242097,0.003409444,14.501042,0.0030472063,16.657346,0.0033713638,17.213589,0.0035054553,14.111785,0.0029559614,15.893689,0.0034637585,16.740678,0.0033729015,13.734757,0.0027396453,14.633928,0.0031513371,11.30845,0.0012835105,16.124418,0.0033341824,16.680238,0.0034823497,15.992406,0.0034168094,15.163607,0.0032795885,14.709944,0.0030980038,16.322862,0.003468904,16.037581,0.0033417474,16.656335,0.0033829753,16.44348,0.0033225395,16.250147,0.0034274422,15.941412,0.0034465606,16.402532,0.0033858658,16.275177,0.0034812718,16.36967,0.003477858,16.975641,0.0034538721,16.040815,0.0033484417,16.905503,0.0035228015,13.662861,0.024198437
Vv0049w.fits,58756.087882,2019-09-30T02:06:33.005,15.673426,0.0034004025,17.984408,0.0034138507,14.501923,0.0031879225,15.783391,0.0034551273,11.595628,0.0014410665,17.433383,0.003462194,17.149831,0.0034698871,12.920555,0.0023216246,16.718874,0.0034455264,16.517765,0.0035266445,14.494504,0.0030771525,17.046881,0.003421022,14.487322,0.0031224958,16.700717,0.0034066853,17.188265,0.0035276275,14.111377,0.0029533963,15.97091,0.0034106924,16.699534,0.0033747693,13.728852,0.0027260939,14.604504,0.003076861,11.301929,0.0012788731,16.151265,0.0034357464,16.478775,0.0034662258,15.900852,0.0033921394,15.162726,0.0032638912,14.712781,0.0031856171,16.562693,0.0035115167,16.203787,0.0033812224,16.762788,0.0034063795,16.357177,0.0033512903,16.374766,0.0033646819,18.41445,0.0035841507,16.50138,0.0034239462,16.228685,0.003484699,16.415417,0.0034811728,17.105799,0.0033802834,16.087978,0.0032817614,16.34635,0.0034760172,13.604508,0.024472541
Vv0050w.fits,58756.089005,2019-09-30T02:08:10.032,15.614879,0.0033284725,17.635769,0.0034168728,14.508574,0.0031138089,15.926848,0.0034995277,11.585941,0.0014565131,17.195946,0.0035618231,17.117063,0.0033888317,12.919325,0.002288954,16.833673,0.0034740507,16.176025,0.0035166557,14.545445,0.0031789314,17.117097,0.0034259162,14.483122,0.0030481527,16.774228,0.003411317,17.211715,0.0034578901,14.069241,0.0029624706,15.965952,0.0034118848,16.619152,0.0033859126,13.775138,0.0027715621,14.611378,0.003175721,11.280115,0.001280314,16.163101,0.0034526295,16.58418,0.0034871298,16.067128,0.0034939647,15.099765,0.0033022052,14.685828,0.0031900746,15.795573,0.0033608901,16.058466,0.0033724892,16.68722,0.0035478805,16.438693,0.003462653,16.362737,0.0034752293,16.313522,0.0035123366,16.272664,0.0035074036,16.372463,0.00352514,16.40378,0.0035152553,16.851596,0.0033907297,15.971327,0.0033148753,16.228416,0.0034855844,15.920673,0.0035111536
